rally,ball_round,time,frame_num,roundscore_a,roundscore_b,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,__match_name,__set_file,is_smash,smash_success,distance_to_birdie
27,11.0,00:23:02,41486.0,13,14,A,3,點扣,,,1.0,8.0,584.0,329.0,2.0,5.0,856.0,538.0,對手落地致勝,落地致勝,A,,8.0,592.0,324.0,8.0,690.0,561.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set1.csv,True,1,339.84113935778873
29,14.0,00:24:33,44202.0,14,15,A,3,殺球,1.0,,1.0,6.0,803.0,331.0,2.0,3.0,920.0,644.0,落點判斷失誤,對手落點判斷失誤,A,,8.0,686.0,337.0,8.0,729.0,548.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set1.csv,True,1,386.0116578550446
31,8.0,00:25:39,46189.0,14,17,A,3,殺球,,,1.0,8.0,716.0,335.0,2.0,11.0,370.0,566.0,出界,對手出界,B,,8.0,702.0,339.0,8.0,703.0,558.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set1.csv,True,0,402.18528068540746
32,2.0,00:26:36,47899.0,15,17,A,3,殺球,,,1.0,,,,2.0,6.0,412.0,592.0,對手落地致勝,落地致勝,A,,9.0,704.0,317.0,8.0,682.0,547.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set1.csv,True,1,401.10971067776455
33,13.0,00:27:07,48827.0,16,17,A,3,殺球,,,1.0,4.0,786.0,317.0,2.0,6.0,405.0,565.0,對手落地致勝,落地致勝,A,,8.0,746.0,327.0,8.0,722.0,531.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set1.csv,True,1,415.84251826863493
7,3.0,00:37:01,66642.0,5,2,B,3,殺球,1.0,,1.0,6.0,761.0,335.0,2.0,15.0,949.0,613.0,出界,對手出界,A,,8.0,708.0,335.0,8.0,704.0,563.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,0,367.9198282234868
9,17.0,00:38:08,68667.0,6,3,B,3,殺球,,,1.0,5.0,516.0,325.0,2.0,1.0,456.0,437.0,掛網,對手掛網,A,,9.0,557.0,320.0,8.0,622.0,567.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,0,154.5639026422405
13,24.0,00:40:12,72361.0,8,5,B,3,殺球,1.0,,1.0,4.0,765.0,316.0,2.0,5.0,893.0,590.0,對手落地致勝,落地致勝,B,,8.0,704.0,330.0,8.0,742.0,536.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,1,321.43584118763107
19,12.0,00:44:14,79649.0,12,7,A,3,殺球,,,1.0,8.0,713.0,567.0,2.0,7.0,541.0,421.0,對手落地致勝,落地致勝,A,,8.0,703.0,550.0,8.0,638.0,343.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,1,207.0869382650678
20,4.0,00:44:38,80341.0,13,7,B,3,殺球,,,1.0,9.0,617.0,321.0,2.0,15.0,922.0,593.0,出界,對手出界,A,,8.0,611.0,328.0,8.0,679.0,548.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,0,408.5902593063129
22,6.0,00:45:54,82640.0,14,8,B,3,殺球,,,1.0,4.0,779.0,315.0,2.0,5.0,906.0,567.0,對手落地致勝,落地致勝,B,,6.0,760.0,324.0,8.0,720.0,551.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,1,283.4872131155125
23,15.0,00:46:31,83757.0,14,9,B,3,殺球,,,1.0,4.0,802.0,320.0,2.0,5.0,907.0,575.0,對手落地致勝,落地致勝,B,,4.0,758.0,319.0,8.0,723.0,531.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,1,296.2043213729334
25,7.0,00:47:36,85693.0,15,10,A,3,殺球,,,1.0,8.0,581.0,607.0,2.0,7.0,754.0,450.0,掛網,對手掛網,B,,8.0,578.0,599.0,8.0,597.0,346.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,0,230.6013876801265
30,4.0,00:49:51,89738.0,19,11,B,3,殺球,,,1.0,9.0,598.0,317.0,2.0,7.0,763.0,443.0,掛網,對手掛網,A,,8.0,593.0,323.0,8.0,598.0,566.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,0,208.08652046684813
32,3.0,00:50:27,90822.0,20,12,B,3,殺球,,,1.0,,,,2.0,11.0,361.0,587.0,出界,對手出界,A,,9.0,607.0,315.0,8.0,664.0,552.0,0,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,set2.csv,True,0,366.742416417845
7,4.0,00:11:09,20087.0,3,4,B,3,殺球,,,1.0,8.0,603.0,362.0,2.0,8.0,799.0,588.0,對手落地致勝,落地致勝,B,,8.0,581.0,363.0,8.0,632.0,575.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,313.28740798187215
8,3.0,00:11:29,20689.0,4,4,B,3,點扣,1.0,,1.0,6.0,789.0,333.0,2.0,7.0,630.0,435.0,掛網,對手掛網,A,,8.0,690.0,357.0,8.0,703.0,595.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,98.40731680114035
9,5.0,00:11:50,21306.0,5,4,A,3,殺球,,,1.0,3.0,890.0,631.0,2.0,5.0,443.0,361.0,對手落地致勝,落地致勝,A,,3.0,852.0,637.0,8.0,654.0,352.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,493.4136195931361
10,11.0,00:12:15,22073.0,6,4,A,3,殺球,1.0,,1.0,6.0,483.0,576.0,2.0,8.0,758.0,375.0,對手落地致勝,落地致勝,A,,8.0,570.0,576.0,5.0,517.0,333.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,275.2180953353177
25,2.0,00:20:24,36727.0,13,12,A,3,殺球,,,1.0,,,,2.0,11.0,850.0,343.0,出界,對手出界,B,,4.0,452.0,631.0,8.0,573.0,349.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,491.2718188538805
28,2.0,00:22:25,40369.0,14,14,A,3,殺球,,,1.0,9.0,499.0,626.0,2.0,15.0,415.0,362.0,出界,對手出界,B,,4.0,471.0,635.0,8.0,586.0,355.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,278.6844093235214
32,8.0,00:24:15,43673.0,16,16,A,3,殺球,1.0,,1.0,4.0,372.0,626.0,2.0,6.0,837.0,343.0,對手落地致勝,落地致勝,A,,6.0,460.0,605.0,8.0,556.0,348.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,459.1002069265489
33,6.0,00:24:49,44680.0,17,16,B,3,殺球,,,1.0,3.0,487.0,316.0,2.0,1.0,457.0,430.0,掛網,對手掛網,A,,3.0,507.0,315.0,8.0,628.0,562.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,125.39936203984452
1,16.0,00:31:35,56855.0,1,0,B,3,殺球,,,1.0,1.0,786.0,506.0,2.0,13.0,586.0,284.0,出界,對手出界,A,,8.0,769.0,546.0,8.0,634.0,366.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,319.5825401989289
3,2.0,00:32:26,58397.0,3,0,B,3,殺球,,,1.0,,,,2.0,7.0,522.0,446.0,掛網,對手掛網,A,,9.0,797.0,636.0,8.0,635.0,362.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,334.2528982671654
4,7.0,00:32:59,59388.0,4,0,A,3,殺球,1.0,,1.0,8.0,737.0,329.0,2.0,6.0,382.0,579.0,對手落地致勝,落地致勝,A,,8.0,681.0,328.0,8.0,621.0,561.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,390.38698748805655
9,3.0,00:35:11,63353.0,8,1,B,3,點扣,,,1.0,8.0,777.0,593.0,2.0,15.0,428.0,330.0,出界,對手出界,A,,8.0,715.0,596.0,8.0,632.0,344.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,391.3118960624632
16,7.0,00:39:06,70381.0,12,4,A,3,殺球,,,1.0,9.0,593.0,323.0,2.0,6.0,367.0,600.0,對手落地致勝,落地致勝,A,,8.0,593.0,329.0,8.0,675.0,548.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,352.86966432381234
17,19.0,00:39:59,71979.0,12,5,A,3,殺球,1.0,,1.0,4.0,780.0,317.0,2.0,11.0,311.0,568.0,出界,對手出界,B,,8.0,715.0,328.0,8.0,725.0,596.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,469.9106298010293
20,9.0,00:41:35,74862.0,13,7,B,3,殺球,1.0,,1.0,6.0,453.0,612.0,2.0,6.0,839.0,358.0,對手落地致勝,落地致勝,B,,9.0,512.0,640.0,8.0,615.0,377.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,431.8020379757372
21,17.0,00:42:30,76512.0,13,8,B,3,點扣,,,1.0,5.0,870.0,590.0,2.0,5.0,472.0,369.0,對手落地致勝,落地致勝,B,,5.0,811.0,591.0,8.0,684.0,347.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,405.2221612893352
27,12.0,00:45:39,82179.0,17,10,A,3,殺球,,,1.0,5.0,458.0,333.0,2.0,5.0,871.0,575.0,對手落地致勝,落地致勝,A,,5.0,516.0,338.0,8.0,575.0,552.0,0,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,426.84189110254863
17,2.0,00:16:26,29580.0,10,7,B,3,殺球,,,1.0,9.0,533.0,313.0,2.0,6.0,376.0,604.0,對手落地致勝,落地致勝,B,,9.0,545.0,311.0,8.0,641.0,568.0,0,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,1,338.2454729926182
20,5.0,00:18:43,33717.0,11,9,B,3,殺球,1.0,,1.0,8.0,744.0,334.0,2.0,3.0,913.0,644.0,對手落地致勝,落地致勝,B,,8.0,623.0,344.0,8.0,600.0,548.0,0,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,1,417.2529209005013
27,2.0,00:22:33,40595.0,14,13,A,3,點扣,,,1.0,9.0,532.0,632.0,2.0,6.0,807.0,378.0,對手落地致勝,落地致勝,A,,9.0,527.0,652.0,8.0,608.0,351.0,0,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,1,391.76013069223876
28,9.0,00:23:40,42605.0,15,13,A,3,殺球,1.0,,1.0,6.0,480.0,564.0,2.0,5.0,459.0,338.0,對手落地致勝,落地致勝,A,,8.0,587.0,574.0,8.0,582.0,340.0,0,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,1,268.47718711279737
7,12.0,00:31:58,57561.0,6,1,B,3,殺球,1.0,,1.0,6.0,464.0,585.0,2.0,11.0,866.0,370.0,出界,對手出界,A,,8.0,545.0,575.0,8.0,556.0,346.0,0,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,0,380.87530767956065
18,7.0,00:38:45,69765.0,14,4,A,3,殺球,,,1.0,8.0,676.0,336.0,2.0,5.0,910.0,603.0,對手落地致勝,落地致勝,A,,8.0,662.0,337.0,8.0,630.0,550.0,0,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,363.6756796927724
19,5.0,00:39:29,71089.0,14,5,A,3,殺球,,,1.0,9.0,585.0,319.0,2.0,7.0,746.0,426.0,掛網,對手掛網,B,,9.0,588.0,324.0,8.0,669.0,568.0,0,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,0,188.06381895516213
23,4.0,00:41:15,74264.0,16,7,A,3,點扣,1.0,,1.0,4.0,801.0,320.0,2.0,6.0,408.0,566.0,對手落地致勝,落地致勝,A,,6.0,757.0,330.0,8.0,708.0,567.0,0,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,421.3039282987995
20,4.0,00:17:22,26050.0,12,8,B,3,殺球,1.0,,1.0,8.0,503.0,637.0,2.0,15.0,423.0,420.0,出界,對手出界,A,,8.0,577.0,619.0,8.0,608.0,435.0,0,Viktor_AXELSEN _SHI_Yu_Qi_All_England_Open_2020_QuarterFinals,set1.csv,True,0,251.6286947071021
24,9.0,00:19:09,28739.0,16,8,A,3,殺球,,,1.0,5.0,520.0,416.0,2.0,6.0,852.0,608.0,對手落地致勝,落地致勝,A,,9.0,553.0,402.0,8.0,614.0,581.0,0,Viktor_AXELSEN _SHI_Yu_Qi_All_England_Open_2020_QuarterFinals,set1.csv,True,1,363.0936518310393
33,9.0,00:24:35,36899.0,19,14,A,3,殺球,,,1.0,,,,2.0,13.0,667.0,688.0,出界,對手出界,B,,9.0,669.0,400.0,8.0,711.0,596.0,0,Viktor_AXELSEN _SHI_Yu_Qi_All_England_Open_2020_QuarterFinals,set1.csv,True,0,288.00694436072195
2,8.0,00:30:26,45650.0,1,1,A,3,殺球,1.0,,1.0,8.0,576.0,631.0,2.0,3.0,451.0,401.0,對手落地致勝,落地致勝,A,,8.0,620.0,601.0,8.0,677.0,445.0,0,Viktor_AXELSEN _SHI_Yu_Qi_All_England_Open_2020_QuarterFinals,set2.csv,True,1,261.8415551435639
3,3.0,00:30:43,46087.0,1,2,A,3,殺球,1.0,,1.0,8.0,512.0,642.0,2.0,15.0,410.0,419.0,出界,對手出界,B,,8.0,563.0,639.0,8.0,587.0,429.0,0,Viktor_AXELSEN _SHI_Yu_Qi_All_England_Open_2020_QuarterFinals,set2.csv,True,0,267.9720134640929
14,8.0,00:37:52,56803.0,10,4,B,3,殺球,,,1.0,8.0,543.0,422.0,2.0,10.0,933.0,557.0,出界,對手出界,A,,9.0,559.0,407.0,8.0,746.0,585.0,0,Viktor_AXELSEN _SHI_Yu_Qi_All_England_Open_2020_QuarterFinals,set2.csv,True,0,402.95905499194333
17,3.0,00:39:38,59457.0,12,5,A,3,殺球,1.0,,1.0,8.0,543.0,644.0,2.0,5.0,449.0,420.0,對手落地致勝,落地致勝,A,,8.0,632.0,616.0,8.0,605.0,422.0,0,Viktor_AXELSEN _SHI_Yu_Qi_All_England_Open_2020_QuarterFinals,set2.csv,True,1,268.1510768205118
12,18.0,00:10:42,16063.0,7,5,A,3,殺球,,,1.0,9.0,755.0,331.0,2.0,6.0,950.0,595.0,對手落地致勝,落地致勝,A,,8.0,723.0,347.0,8.0,724.0,549.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set1.csv,True,1,336.2038072360276
13,4.0,00:11:10,16764.0,8,5,B,3,殺球,,,1.0,3.0,426.0,646.0,2.0,15.0,411.0,345.0,出界,對手出界,A,,8.0,493.0,627.0,8.0,575.0,364.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set1.csv,True,0,293.6800980659057
19,4.0,00:15:42,23562.0,12,7,B,3,殺球,,,1.0,9.0,537.0,650.0,2.0,15.0,386.0,349.0,出界,對手出界,A,,8.0,579.0,614.0,8.0,589.0,351.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set1.csv,True,0,327.8322741891042
20,15.0,00:16:19,24490.0,13,7,A,3,殺球,,,1.0,8.0,763.0,337.0,2.0,6.0,865.0,599.0,對手落地致勝,落地致勝,A,,9.0,741.0,333.0,8.0,740.0,576.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set1.csv,True,1,293.48253781102545
25,3.0,00:18:21,27547.0,15,10,A,3,殺球,,,1.0,3.0,470.0,330.0,2.0,7.0,738.0,452.0,掛網,對手掛網,B,,3.0,481.0,331.0,8.0,605.0,583.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set1.csv,True,0,284.05985284795173
26,16.0,00:18:58,28469.0,16,10,A,3,殺球,,,1.0,8.0,754.0,384.0,2.0,8.0,653.0,604.0,對手落地致勝,落地致勝,A,,8.0,717.0,376.0,8.0,712.0,549.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set1.csv,True,1,236.81216184985095
28,20.0,00:20:10,30257.0,17,11,A,3,殺球,,,1.0,4.0,807.0,332.0,2.0,5.0,385.0,568.0,對手落地致勝,落地致勝,A,,8.0,764.0,347.0,8.0,721.0,571.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set1.csv,True,1,438.72770598629853
2,4.0,00:24:44,37106.0,1,1,B,3,殺球,,,1.0,6.0,790.0,339.0,2.0,5.0,357.0,570.0,對手落地致勝,落地致勝,B,,8.0,756.0,358.0,8.0,710.0,595.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,1,451.82408081021975
6,26.0,00:27:27,41183.0,3,3,B,3,殺球,,,1.0,4.0,793.0,334.0,2.0,12.0,985.0,636.0,出界,對手出界,A,,9.0,754.0,325.0,8.0,683.0,565.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,0,387.4041817017467
10,16.0,00:29:42,44574.0,4,6,A,3,殺球,,,1.0,9.0,837.0,650.0,2.0,11.0,911.0,337.0,出界,對手出界,B,,8.0,827.0,622.0,8.0,656.0,343.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,0,297.12118739665806
11,5.0,00:30:17,45440.0,4,7,B,3,殺球,1.0,,1.0,6.0,825.0,341.0,2.0,6.0,927.0,609.0,對手落地致勝,落地致勝,B,,8.0,765.0,341.0,8.0,702.0,586.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,1,313.1581070322146
12,6.0,00:30:50,46269.0,5,7,A,3,殺球,,,1.0,9.0,544.0,655.0,2.0,5.0,463.0,372.0,對手落地致勝,落地致勝,A,,9.0,566.0,645.0,8.0,623.0,366.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,1,291.78416680827627
16,8.0,00:33:41,50531.0,7,9,A,3,殺球,,,1.0,8.0,491.0,634.0,2.0,6.0,868.0,366.0,對手落地致勝,落地致勝,A,,8.0,538.0,596.0,8.0,617.0,360.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,1,402.24370722237535
22,4.0,00:37:28,56209.0,9,13,A,3,殺球,,,1.0,9.0,725.0,656.0,2.0,5.0,424.0,356.0,對手落地致勝,落地致勝,A,,8.0,718.0,627.0,8.0,610.0,360.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,1,399.8462204398086
25,4.0,00:39:53,59841.0,9,16,A,3,殺球,,,1.0,9.0,493.0,657.0,2.0,1.0,438.0,457.0,掛網,對手掛網,B,,8.0,561.0,636.0,8.0,595.0,382.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,0,217.18655575334307
32,4.0,00:42:19,63499.0,12,20,A,3,殺球,,,1.0,3.0,435.0,656.0,2.0,5.0,424.0,374.0,對手落地致勝,落地致勝,A,,8.0,514.0,625.0,8.0,617.0,356.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,1,266.6477076593759
33,5.0,00:42:35,63893.0,12,21,A,3,殺球,1.0,,1.0,9.0,471.0,653.0,2.0,15.0,388.0,368.0,出界,對手出界,B,,8.0,543.0,624.0,8.0,619.0,371.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set2.csv,True,0,299.26743892378266
4,11.0,00:46:21,69525.0,3,1,A,3,殺球,,,1.0,4.0,779.0,336.0,2.0,5.0,370.0,576.0,對手落地致勝,落地致勝,A,,8.0,742.0,344.0,8.0,768.0,563.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,1,438.41532819918604
6,2.0,00:47:46,71670.0,4,2,A,3,殺球,,,1.0,5.0,486.0,338.0,2.0,8.0,825.0,598.0,對手落地致勝,落地致勝,A,,8.0,548.0,338.0,8.0,655.0,555.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,1,379.90656746100086
12,7.0,00:52:24,78605.0,5,7,B,3,殺球,,,1.0,9.0,455.0,652.0,2.0,15.0,416.0,355.0,對手落地致勝,落地致勝,B,,9.0,486.0,669.0,8.0,541.0,365.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,1,321.70794208412076
20,13.0,00:57:52,86823.0,10,10,A,3,殺球,1.0,,1.0,6.0,793.0,346.0,2.0,6.0,879.0,584.0,對手落地致勝,落地致勝,A,,8.0,733.0,352.0,8.0,712.0,577.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,1,274.11676344215067
21,10.0,00:58:28,87710.0,10,11,B,3,殺球,1.0,,1.0,3.0,421.0,644.0,2.0,15.0,420.0,345.0,對手落地致勝,落地致勝,B,,9.0,483.0,650.0,8.0,586.0,362.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,1,311.4385974795032
33,4.0,01:07:58,101963.0,18,15,A,3,殺球,,,1.0,9.0,819.0,652.0,2.0,5.0,416.0,366.0,對手落地致勝,落地致勝,A,,9.0,737.0,643.0,8.0,621.0,366.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,1,423.9929244692652
39,5.0,01:12:01,108044.0,20,19,B,3,殺球,,,1.0,9.0,701.0,333.0,2.0,15.0,312.0,614.0,對手落地致勝,落地致勝,B,,9.0,703.0,334.0,8.0,700.0,583.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,1,480.916832726824
40,4.0,01:12:46,109157.0,20,20,A,3,殺球,,,1.0,4.0,859.0,660.0,2.0,11.0,880.0,341.0,出界,對手出界,B,,9.0,754.0,662.0,8.0,656.0,386.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,0,344.84344273887535
41,5.0,01:13:24,110122.0,21,20,B,3,殺球,1.0,,1.0,8.0,774.0,341.0,2.0,11.0,974.0,595.0,出界,對手出界,A,,8.0,679.0,360.0,8.0,707.0,557.0,0,Viktor_AXELSEN_CHEN_Long_Malaysia_Masters_2020_QuarterFinals,set3.csv,True,0,377.1604433129222
5,4.0,00:09:44,14604.0,3,2,A,3,殺球,,,1.0,8.0,801.0,564.0,2.0,8.0,518.0,342.0,對手落地致勝,落地致勝,A,,8.0,776.0,575.0,8.0,736.0,388.0,0,Viktor_AXELSEN_NG_Ka_Long_Angus_Malaysia_Masters_2020_SemiFinals,set1.csv,True,1,347.6391807607422
6,13.0,00:10:10,15252.0,4,2,A,3,殺球,1.0,,1.0,5.0,423.0,596.0,2.0,8.0,758.0,355.0,對手落地致勝,落地致勝,A,,8.0,496.0,594.0,8.0,534.0,345.0,0,Viktor_AXELSEN_NG_Ka_Long_Angus_Malaysia_Masters_2020_SemiFinals,set1.csv,True,1,354.63361374804845
7,3.0,00:10:30,15763.0,4,3,A,3,殺球,1.0,,1.0,5.0,431.0,601.0,2.0,7.0,670.0,461.0,掛網,對手掛網,B,,8.0,595.0,606.0,8.0,593.0,376.0,0,Viktor_AXELSEN_NG_Ka_Long_Angus_Malaysia_Masters_2020_SemiFinals,set1.csv,True,0,163.24827717314508
8,5.0,00:10:49,16228.0,5,3,B,3,殺球,1.0,,1.0,4.0,782.0,327.0,2.0,15.0,306.0,585.0,出界,對手出界,A,,9.0,742.0,331.0,8.0,728.0,581.0,0,Viktor_AXELSEN_NG_Ka_Long_Angus_Malaysia_Masters_2020_SemiFinals,set1.csv,True,0,504.5909234221321
15,24.0,00:14:46,22155.0,7,8,B,3,殺球,,,1.0,8.0,608.0,348.0,2.0,5.0,311.0,632.0,對手落地致勝,落地致勝,B,,8.0,636.0,341.0,8.0,769.0,554.0,0,Viktor_AXELSEN_NG_Ka_Long_Angus_Malaysia_Masters_2020_SemiFinals,set1.csv,True,1,436.2407592144503
17,30.0,00:16:09,24240.0,8,9,B,3,點扣,,,1.0,5.0,452.0,342.0,2.0,6.0,872.0,596.0,對手落地致勝,落地致勝,B,,5.0,509.0,341.0,8.0,605.0,587.0,0,Viktor_AXELSEN_NG_Ka_Long_Angus_Malaysia_Masters_2020_SemiFinals,set1.csv,True,1,443.6146976825723
24,11.0,00:21:03,31594.0,15,9,A,3,點扣,,,1.0,6.0,912.0,604.0,2.0,5.0,460.0,350.0,對手落地致勝,落地致勝,A,,6.0,851.0,627.0,8.0,660.0,349.0,0,Viktor_AXELSEN_NG_Ka_Long_Angus_Malaysia_Masters_2020_SemiFinals,set1.csv,True,1,479.17637671320983
